costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conml,act,at,lt,teq,mkvalt
A,USD,STD,INDL,C,UDR,2007-12-31,010894,UDR Inc,,4801.1210,3719.6790,1019.3930,
A,USD,STD,FS,C,UDR,2008-12-31,010894,UDR Inc,,5144.2950,3496.2430,,2051.6900
A,USD,STD,INDL,C,UDR,2008-12-31,010894,UDR Inc,,5144.2950,3496.2430,1570.6770,2051.6900
A,USD,STD,FS,C,UDR,2009-12-31,010894,UDR Inc,,5132.6170,3634.8770,1398.9820,
A,USD,STD,INDL,C,UDR,2009-12-31,010894,UDR Inc,,5132.6170,3634.8770,1398.9820,
A,USD,STD,FS,C,UDR,2010-12-31,010894,UDR Inc,,5529.5400,3800.4530,1610.0300,4292.3059
A,USD,STD,INDL,C,UDR,2010-12-31,010894,UDR Inc,,5529.5400,3800.4530,1610.0300,4292.3059
A,USD,STD,FS,C,UDR,2011-12-31,010894,UDR Inc,,6721.3540,4166.0950,2318.7840,
A,USD,STD,INDL,C,UDR,2011-12-31,010894,UDR Inc,,6721.3540,4166.0950,2318.7840,
A,USD,STD,FS,C,UDR,2012-12-31,010894,UDR Inc,,6888.5090,3671.2590,2993.8320,
A,USD,STD,INDL,C,UDR,2012-12-31,010894,UDR Inc,,6888.5090,3671.2590,2993.8320,
A,USD,STD,FS,C,UDR,2013-12-31,010894,UDR Inc,,6807.7220,3777.6210,2812.5040,5855.0125
A,USD,STD,INDL,C,UDR,2013-12-31,010894,UDR Inc,,6807.7220,3777.6210,2812.5040,5855.0125
A,USD,STD,FS,C,UDR,2014-12-31,010894,UDR Inc,,6846.5340,3828.1040,2735.9500,
A,USD,STD,INDL,C,UDR,2014-12-31,010894,UDR Inc,,6846.5340,3828.1040,2735.9500,
A,USD,STD,FS,C,UDR,2015-12-31,010894,UDR Inc,,7663.8440,3816.7970,2900.6110,
A,USD,STD,INDL,C,UDR,2015-12-31,010894,UDR Inc,,7663.8440,3816.7970,2900.6110,
A,USD,STD,FS,C,UDR,2016-12-31,010894,UDR Inc,,7679.5840,3673.1320,3096.9700,9749.6083
A,USD,STD,INDL,C,UDR,2016-12-31,010894,UDR Inc,,7679.5840,3673.1320,3096.9700,9749.6083
A,USD,STD,FS,C,UDR,2017-12-31,010894,UDR Inc,,7733.2730,3949.7710,2835.3640,
A,USD,STD,INDL,C,UDR,2017-12-31,010894,UDR Inc,,7733.2730,3949.7710,2835.3640,
A,USD,STD,FS,C,UDR,2018-12-31,010894,UDR Inc,,7711.7280,3816.2110,2922.7770,
A,USD,STD,INDL,C,UDR,2018-12-31,010894,UDR Inc,,7711.7280,3816.2110,2922.7770,
A,USD,STD,FS,C,UDR,2019-12-31,010894,UDR Inc,,9636.4720,5228.4930,3389.3140,
A,USD,STD,INDL,C,UDR,2019-12-31,010894,UDR Inc,,9636.4720,5228.4930,3389.3140,
A,USD,STD,FS,C,UDR,2020-12-31,010894,UDR Inc,,9637.5330,5522.6480,3258.5910,
A,USD,STD,INDL,C,UDR,2020-12-31,010894,UDR Inc,,9637.5330,5522.6480,3258.5910,
A,USD,STD,FS,C,UDR,2021-12-31,010894,UDR Inc,,10775.2200,6001.4740,3474.3040,
A,USD,STD,INDL,C,UDR,2021-12-31,010894,UDR Inc,,10775.2200,6001.4740,3474.3040,
A,USD,STD,FS,C,UDR,2022-12-31,010894,UDR Inc,,11038.4700,6100.3250,4098.2950,
A,USD,STD,INDL,C,UDR,2022-12-31,010894,UDR Inc,,11038.4700,6100.3250,4098.2950,
A,USD,STD,FS,C,UDR,2023-12-31,010894,UDR Inc,,11373.2420,6420.8010,3991.3540,
A,USD,STD,INDL,C,UDR,2023-12-31,010894,UDR Inc,,11373.2420,6420.8010,3991.3540,
A,USD,STD,FS,C,UDR,2024-12-31,010894,UDR Inc,,10897.5860,6436.6910,3443.5400,
A,USD,STD,INDL,C,UDR,2024-12-31,010894,UDR Inc,,10897.5860,6436.6910,3443.5400,
A,USD,STD,FS,C,UDR,2025-12-31,010894,UDR Inc,,10605.6740,6456.9110,3288.7970,12041.0536
A,USD,STD,INDL,C,UDR,2025-12-31,010894,UDR Inc,,10605.6740,6456.9110,3288.7970,12041.0536
A,USD,STD,INDL,C,WELL,1990-12-31,005543,Welltower Inc,,189.7200,113.0990,76.6210,
A,USD,STD,INDL,C,WELL,1991-12-31,005543,Welltower Inc,,207.2040,93.2480,113.9560,
A,USD,STD,INDL,C,WELL,1992-12-31,005543,Welltower Inc,,226.2070,107.2590,118.9480,
A,USD,STD,INDL,C,WELL,1993-12-31,005543,Welltower Inc,,285.0240,100.8920,184.1320,
A,USD,STD,INDL,C,WELL,1994-12-31,005543,Welltower Inc,,324.1020,134.9220,189.1800,
A,USD,STD,INDL,C,WELL,1995-12-31,005543,Welltower Inc,,358.0920,170.4940,187.5980,
A,USD,STD,INDL,C,WELL,1996-12-31,005543,Welltower Inc,,519.8310,194.2950,325.5360,
A,USD,STD,INDL,C,WELL,1997-12-31,005543,Welltower Inc,,734.3270,264.4030,469.9240,
A,USD,STD,INDL,C,WELL,1998-12-31,005543,Welltower Inc,,1073.4240,439.6650,633.7590,730.7100
A,USD,STD,INDL,C,WELL,1999-12-31,005543,Welltower Inc,,1271.1710,564.1750,706.9960,431.5465
A,USD,STD,FS,C,WELL,2000-12-31,005543,Welltower Inc,,1156.9040,458.2970,,468.0975
A,USD,STD,INDL,C,WELL,2000-12-31,005543,Welltower Inc,,1156.9040,458.2970,698.6070,468.0975
A,USD,STD,FS,C,WELL,2001-12-31,005543,Welltower Inc,,1269.8430,511.9730,,797.2190
A,USD,STD,INDL,C,WELL,2001-12-31,005543,Welltower Inc,,1269.8430,511.9730,757.8700,797.2190
A,USD,STD,FS,C,WELL,2002-12-31,005543,Welltower Inc,,1594.1100,696.8780,,1084.3263
A,USD,STD,INDL,C,WELL,2002-12-31,005543,Welltower Inc,,1594.1100,696.8780,897.2320,1084.3263
A,USD,STD,FS,C,WELL,2003-12-31,005543,Welltower Inc,,2182.7310,1033.0520,,1813.0320
A,USD,STD,INDL,C,WELL,2003-12-31,005543,Welltower Inc,,2182.7310,1033.0520,1149.6790,1813.0320
A,USD,STD,FS,C,WELL,2004-12-31,005543,Welltower Inc,,2549.6430,1214.3640,,2019.0888
A,USD,STD,INDL,C,WELL,2004-12-31,005543,Welltower Inc,,2549.6430,1214.3640,1335.2790,2019.0888
A,USD,STD,FS,C,WELL,2005-12-31,005543,Welltower Inc,,2972.1640,1541.4080,,1897.0440
A,USD,STD,INDL,C,WELL,2005-12-31,005543,Welltower Inc,,2972.1640,1541.4080,1430.7560,1897.0440
A,USD,STD,FS,C,WELL,2006-12-31,005543,Welltower Inc,,4280.6100,2299.5890,,3148.7198
A,USD,STD,INDL,C,WELL,2006-12-31,005543,Welltower Inc,,4280.6100,2299.5890,1978.7930,3148.7198
A,USD,STD,FS,C,WELL,2007-12-31,005543,Welltower Inc,,5213.8560,2799.8130,,3820.8162
A,USD,STD,INDL,C,WELL,2007-12-31,005543,Welltower Inc,,5213.8560,2799.8130,2404.3560,3820.8162
A,USD,STD,FS,C,WELL,2008-12-31,005543,Welltower Inc,,6193.1180,2970.9290,,4418.5088
A,USD,STD,INDL,C,WELL,2008-12-31,005543,Welltower Inc,,6193.1180,2970.9290,3211.5860,4418.5088
A,USD,STD,FS,C,WELL,2009-12-31,005543,Welltower Inc,,6367.1860,2559.7350,3807.4510,5468.4232
A,USD,STD,INDL,C,WELL,2009-12-31,005543,Welltower Inc,,6367.1860,2559.7350,3807.4510,5468.4232
A,USD,STD,FS,C,WELL,2010-12-31,005543,Welltower Inc,,9451.7340,4714.0810,4733.1000,7007.7011
A,USD,STD,INDL,C,WELL,2010-12-31,005543,Welltower Inc,,9451.7340,4714.0810,4733.1000,7007.7011
A,USD,STD,FS,C,WELL,2011-12-31,005543,Welltower Inc,,14924.6060,7612.3090,7278.6470,10484.7558
A,USD,STD,INDL,C,WELL,2011-12-31,005543,Welltower Inc,,14924.6060,7612.3090,7278.6470,10484.7558
A,USD,STD,FS,C,WELL,2012-12-31,005543,Welltower Inc,,19549.1090,8993.9980,10520.5190,15958.3225
A,USD,STD,INDL,C,WELL,2012-12-31,005543,Welltower Inc,,19549.1090,8993.9980,10520.5190,15958.3225
A,USD,STD,FS,C,WELL,2013-12-31,005543,Welltower Inc,,23083.9570,11292.5870,11756.3310,15511.9435
A,USD,STD,INDL,C,WELL,2013-12-31,005543,Welltower Inc,,23083.9570,11292.5870,11756.3310,15511.9435
A,USD,STD,FS,C,WELL,2014-12-31,005543,Welltower Inc,,25014.2960,11454.8380,13473.0490,24879.5393
A,USD,STD,INDL,C,WELL,2014-12-31,005543,Welltower Inc,,25014.2960,11454.8380,13473.0490,24879.5393
A,USD,STD,FS,C,WELL,2015-12-31,005543,Welltower Inc,,29023.8450,13664.8770,15175.8850,24135.5473
A,USD,STD,INDL,C,WELL,2015-12-31,005543,Welltower Inc,,29023.8450,13664.8770,15175.8850,24135.5473
A,USD,STD,FS,C,WELL,2016-12-31,005543,Welltower Inc,,28865.1840,13185.2790,15281.4720,24268.9519
A,USD,STD,INDL,C,WELL,2016-12-31,005543,Welltower Inc,,28865.1840,13185.2790,15281.4720,24268.9519
A,USD,STD,FS,C,WELL,2017-12-31,005543,Welltower Inc,,27944.4450,12643.7990,14925.4520,
A,USD,STD,INDL,C,WELL,2017-12-31,005543,Welltower Inc,,27944.4450,12643.7990,14925.4520,
A,USD,STD,FS,C,WELL,2018-12-31,005543,Welltower Inc,,30342.0720,14331.4270,15586.5990,26630.8818
A,USD,STD,INDL,C,WELL,2018-12-31,005543,Welltower Inc,,30342.0720,14331.4270,15586.5990,26630.8818
A,USD,STD,FS,C,WELL,2019-12-31,005543,Welltower Inc,,33380.7510,16398.2470,16506.6270,33550.8175
A,USD,STD,INDL,C,WELL,2019-12-31,005543,Welltower Inc,,33380.7510,16398.2470,16506.6270,33550.8175
A,USD,STD,FS,C,WELL,2020-12-31,005543,Welltower Inc,,32483.6420,15258.5800,16881.5720,26972.4526
A,USD,STD,INDL,C,WELL,2020-12-31,005543,Welltower Inc,,32483.6420,15258.5800,16881.5720,26972.4526
A,USD,STD,FS,C,WELL,2021-12-31,005543,Welltower Inc,,34910.3250,15912.4520,18596.5790,
A,USD,STD,INDL,C,WELL,2021-12-31,005543,Welltower Inc,,34910.3250,15912.4520,18596.5790,
A,USD,STD,FS,C,WELL,2022-12-31,005543,Welltower Inc,,37893.2330,16499.2370,21009.5530,32152.8650
A,USD,STD,INDL,C,WELL,2022-12-31,005543,Welltower Inc,,37893.2330,16499.2370,21009.5530,32152.8650
A,USD,STD,FS,C,WELL,2023-12-31,005543,Welltower Inc,,44012.1660,17640.4390,26081.1220,50877.6110
A,USD,STD,INDL,C,WELL,2023-12-31,005543,Welltower Inc,,44012.1660,17640.4390,26081.1220,50877.6110
A,USD,STD,FS,C,WELL,2024-12-31,005543,Welltower Inc,,51044.3080,18471.7220,32316.3660,
A,USD,STD,INDL,C,WELL,2024-12-31,005543,Welltower Inc,,51044.3080,18471.7220,32316.3660,
A,USD,STD,FS,C,WELL,2025-12-31,005543,Welltower Inc,,67303.0470,24100.1080,42939.7160,129278.6643
A,USD,STD,INDL,C,WELL,2025-12-31,005543,Welltower Inc,,67303.0470,24100.1080,42939.7160,129278.6643
